region,mapped_ift_class,squares,bulk_up_forecast,z3,forecast_area,reference_area,parcel_area_tot,r,group1,group2,group3,group,ownership,country
NEE,BROADLEAF,150,0,0,26515.53,31890.38602,67.374783534,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
NEE,CONIFER,169,0,0,24400.52,34308.65019,99.307222912,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
NEE,TRANSITION,100,0,0,12156.43,12101.49,51.327914027,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
NEE,UNCERTAIN,16,0,0,3568.56,5888.368926,7.8384571356,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
NEE,WOODLANDEDGE,250,0,0,94335.66,50641.70735,103.54498777,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
YHE,BROADLEAF,558,0,0,60734.25,69506.2633,305.82574235,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
YHE,CONIFER,271,0,0,21778.86,34898.54877,142.13623327,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
YHE,TRANSITION,126,0,0,10759.05,10042.25278,61.169973966,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
YHE,UNCERTAIN,22,0,0,3821.46,7491.661141,7.5244254494,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
YHE,WOODLANDEDGE,590,0,0,148961.39,77708.91421,224.81768586,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
WME,BROADLEAF,388,0,0,75722.79,86708.09502,215.40868765,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
WME,CONIFER,161,0,0,18854.4,31236.93778,77.064424006,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
WME,TRANSITION,54,0,0,7831.08,10652.87716,24.251399732,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
WME,UNCERTAIN,22,0,0,3258.14,6083.231562,10.14507628,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
WME,WOODLANDEDGE,349,0,0,168695.38,85140.77408,140.30712984,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
EME,BROADLEAF,325,0,0,60199.35,67273.5194,188.4313733,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
EME,CONIFER,107,0,0,12490.81,20967.62496,51.030115958,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
EME,TRANSITION,54,0,0,8018.99,9407.164557,25.525840469,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
EME,UNCERTAIN,18,0,0,2560.18,7174.322112,6.0055442077,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
EME,WOODLANDEDGE,293,0,0,138613.58,67973.30524,108.34820176,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
SWE,BROADLEAF,864,0,0,158646.14,183571.8366,487.35040987,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
SWE,CONIFER,362,0,0,40381.77,66587.73988,173.03472371,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
SWE,TRANSITION,135,0,0,16268.28,23600.35403,54.207268954,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
SWE,UNCERTAIN,22,0,0,4786.17,11267.96659,7.1761952187,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
SWE,WOODLANDEDGE,796,0,0,322627.02,175979.8092,289.67777851,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
SELE,BROADLEAF,1165,0,0,230387.69,261196.6056,717.78235601,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
SELE,CONIFER,386,0,0,43206.83,75525.35209,193.64808227,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
SELE,TRANSITION,113,0,0,14208.41,18555.69811,40.337774742,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
SELE,UNCERTAIN,16,0,0,3472.9,7517.924664,6.8446321152,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
SELE,WOODLANDEDGE,893,0,0,352216.09,212003.2252,308.81843579,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
EE,BROADLEAF,443,0,0,99705.43,109963.8551,261.32382395,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
EE,CONIFER,158,0,0,19770.63,31325.78012,68.991604527,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
EE,TRANSITION,53,0,0,7881.66,8046.267364,18.000768397,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
EE,UNCERTAIN,9,0,0,2993.96,6006.423617,3.7389053716,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
EE,WOODLANDEDGE,446,0,0,215084.3,106237.7373,184.77576445,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,England
NS,BROADLEAF,159,0,0,24715.55,33424.73581,74.588014073,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
NS,CONIFER,370,0,0,60372.11,82227.30177,242.08272236,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
NS,TRANSITION,285,0,0,43139.63,41574.6016,160.32655421,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
NS,UNCERTAIN,113,0,0,32914.66,37303.94992,59.648340936,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
NS,WOODLANDEDGE,366,0,0,92739.29,82649.12326,110.14335253,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
WS,BROADLEAF,299,0,0,53181.52,70227.70367,154.05770098,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
WS,CONIFER,543,0,0,93269.6,127663.1351,389.03397293,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
WS,TRANSITION,303,0,0,47759.91,40438.62886,168.41403229,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
WS,UNCERTAIN,124,0,0,34893.24,41633.36644,61.798525654,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
WS,WOODLANDEDGE,460,0,0,132181.28,116976.6139,121.29063184,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
NES,BROADLEAF,206,0,0,33366.73,45639.45137,97.396540343,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
NES,CONIFER,531,0,0,95222.02,126037.1584,359.73412042,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
NES,TRANSITION,217,0,0,31008.12,33464.03578,104.08260593,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
NES,UNCERTAIN,70,0,0,18812.03,25969.47552,29.236561107,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
NES,WOODLANDEDGE,429,0,0,122307.1,10217.30585,152.90667695,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
ES,BROADLEAF,174,0,0,30585.95,39084.17821,90.255134547,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
ES,CONIFER,272,0,0,46438.01,61283.95778,177.72229297,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
ES,TRANSITION,135,0,0,21987.42,20350.35385,74.142608669,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
ES,UNCERTAIN,35,0,0,10541.7,14739.07758,14.57193531,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
ES,WOODLANDEDGE,274,0,0,98896.63,65055.20129,86.739586219,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
SS,BROADLEAF,315,0,0,56992.45,70800.44827,152.91666744,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
SS,CONIFER,703,0,0,125371.96,194901.8962,477.762596,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
SS,TRANSITION,521,0,0,85993.08,62580.20955,348.24214474,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
SS,UNCERTAIN,71,0,0,18275.59,30014.0115,22.061223715,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
SS,WOODLANDEDGE,658,0,0,251424.78,162710.0365,226.1750244,0,Group1: Not determinable,Group2: >=70 and <75%,No group3,"Group1: Not determinable                               , Group2: >=70 and <75%                                                                , No group3",PS,Scotland
W,BROADLEAF,749,0,0,113990.83,133441.303,387.92906335,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Wales
W,CONIFER,429,0,0,44675.71,82735.4511,218.52211431,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Wales
W,TRANSITION,232,0,0,26019.3,25594.0205,122.4109292,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Wales
W,UNCERTAIN,29,0,0,5102.65,8525.069195,8.8320927813,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Wales
W,WOODLANDEDGE,912,0,0,286660.32,163474.3229,340.02605924,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Wales
NWE,BROADLEAF,311,0,0,61104.31,67309.59888,169.66990814,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
NWE,CONIFER,149,0,0,18854.42,31505.5017,86.993465701,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
NWE,TRANSITION,88,0,0,12216.42,10852.98518,45.934644503,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
NWE,UNCERTAIN,22,0,0,4200.96,7251.047305,8.8452994186,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
NWE,WOODLANDEDGE,336,0,0,153120.14,77488.74893,120.04368999,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
NEE,BROADLEAF,150,0,0,26515.53,31890.38602,67.374783534,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
NEE,CONIFER,169,0,0,24400.52,34308.65019,99.307222912,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
NEE,TRANSITION,100,0,0,12156.43,12101.49,51.327914027,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
NEE,UNCERTAIN,16,0,0,3568.56,5888.368926,7.8384571356,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
NEE,WOODLANDEDGE,250,0,0,94335.66,50641.70735,103.54498777,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
YHE,BROADLEAF,558,0,0,60734.25,69506.2633,305.82574235,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
YHE,CONIFER,271,0,0,21778.86,34898.54877,142.13623327,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
YHE,TRANSITION,126,0,0,10759.05,10042.25278,61.169973966,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
YHE,UNCERTAIN,22,0,0,3821.46,7491.661141,7.5244254494,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
YHE,WOODLANDEDGE,590,0,0,148961.39,77708.91421,224.81768586,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
WME,BROADLEAF,388,0,0,75722.79,86708.09502,215.40868765,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
WME,CONIFER,161,0,0,18854.4,31236.93778,77.064424006,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
WME,TRANSITION,54,0,0,7831.08,10652.87716,24.251399732,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
WME,UNCERTAIN,22,0,0,3258.14,6083.231562,10.14507628,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
WME,WOODLANDEDGE,349,0,0,168695.38,85140.77408,140.30712984,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
EME,BROADLEAF,325,0,0,60199.35,67273.5194,188.4313733,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
EME,CONIFER,107,0,0,12490.81,20967.62496,51.030115958,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
EME,TRANSITION,54,0,0,8018.99,9407.164557,25.525840469,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
EME,UNCERTAIN,18,0,0,2560.18,7174.322112,6.0055442077,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
EME,WOODLANDEDGE,293,0,0,138613.58,67973.30524,108.34820176,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
SWE,BROADLEAF,864,0,0,158646.14,183571.8366,487.35040987,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
SWE,CONIFER,362,0,0,40381.77,66587.73988,173.03472371,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
SWE,TRANSITION,135,0,0,16268.28,23600.35403,54.207268954,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
SWE,UNCERTAIN,22,0,0,4786.17,11267.96659,7.1761952187,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
SWE,WOODLANDEDGE,796,0,0,322627.02,175979.8092,289.67777851,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
SELE,BROADLEAF,1165,0,0,230387.69,261196.6056,717.78235601,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
SELE,CONIFER,386,0,0,43206.83,75525.35209,193.64808227,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
SELE,TRANSITION,113,0,0,14208.41,18555.69811,40.337774742,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
SELE,UNCERTAIN,16,0,0,3472.9,7517.924664,6.8446321152,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
SELE,WOODLANDEDGE,893,0,0,352216.09,212003.2252,308.81843579,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
EE,BROADLEAF,443,0,0,99705.43,109963.8551,261.32382395,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
EE,CONIFER,158,0,0,19770.63,31325.78012,68.991604527,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
EE,TRANSITION,53,0,0,7881.66,8046.267364,18.000768397,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
EE,UNCERTAIN,9,0,0,2993.96,6006.423617,3.7389053716,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
EE,WOODLANDEDGE,446,0,0,215084.3,106237.7373,184.77576445,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,England
NS,BROADLEAF,159,0,0,24715.55,33424.73581,74.588014073,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
NS,CONIFER,370,0,0,60372.11,82227.30177,242.08272236,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
NS,TRANSITION,285,0,0,43139.63,41574.6016,160.32655421,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
NS,UNCERTAIN,113,0,0,32914.66,37303.94992,59.648340936,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
NS,WOODLANDEDGE,366,0,0,92739.29,82649.12326,110.14335253,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
WS,BROADLEAF,299,0,0,53181.52,70227.70367,154.05770098,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
WS,CONIFER,543,0,0,93269.6,127663.1351,389.03397293,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
WS,TRANSITION,303,0,0,47759.91,40438.62886,168.41403229,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
WS,UNCERTAIN,124,0,0,34893.24,41633.36644,61.798525654,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
WS,WOODLANDEDGE,460,0,0,132181.28,116976.6139,121.29063184,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
NES,BROADLEAF,206,0,0,33366.73,45639.45137,97.396540343,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
NES,CONIFER,531,0,0,95222.02,126037.1584,359.73412042,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
NES,TRANSITION,217,0,0,31008.12,33464.03578,104.08260593,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
NES,UNCERTAIN,70,0,0,18812.03,25969.47552,29.236561107,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
NES,WOODLANDEDGE,429,0,0,122307.1,10217.30585,152.90667695,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
ES,BROADLEAF,174,0,0,30585.95,39084.17821,90.255134547,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
ES,CONIFER,272,0,0,46438.01,61283.95778,177.72229297,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
ES,TRANSITION,135,0,0,21987.42,20350.35385,74.142608669,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
ES,UNCERTAIN,35,0,0,10541.7,14739.07758,14.57193531,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
ES,WOODLANDEDGE,274,0,0,98896.63,65055.20129,86.739586219,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
SS,BROADLEAF,315,0,0,56992.45,70800.44827,152.91666744,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
SS,CONIFER,703,0,0,125371.96,194901.8962,477.762596,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
SS,TRANSITION,521,0,0,85993.08,62580.20955,348.24214474,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
SS,UNCERTAIN,71,0,0,18275.59,30014.0115,22.061223715,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
SS,WOODLANDEDGE,658,0,0,251424.78,162710.0365,226.1750244,0,Group1: Not determinable,Group2: >=75 and <80%,No group3,"Group1: Not determinable                               , Group2: >=75 and <80%                                                                , No group3",PS,Scotland
W,BROADLEAF,749,0,0,113990.83,133441.303,387.92906335,0,Group1: Not determinable,Group2: >=80 and <85%,No group3,"Group1: Not determinable                               , Group2: >=80 and <85%                                                                , No group3",PS,Wales
W,CONIFER,429,0,0,44675.71,82735.4511,218.52211431,0,Group1: Not determinable,Group2: >=80 and <85%,No group3,"Group1: Not determinable                               , Group2: >=80 and <85%                                                                , No group3",PS,Wales
W,TRANSITION,232,0,0,26019.3,25594.0205,122.4109292,0,Group1: Not determinable,Group2: >=80 and <85%,No group3,"Group1: Not determinable                               , Group2: >=80 and <85%                                                                , No group3",PS,Wales
W,UNCERTAIN,29,0,0,5102.65,8525.069195,8.8320927813,0,Group1: Not determinable,Group2: >=80 and <85%,No group3,"Group1: Not determinable                               , Group2: >=80 and <85%                                                                , No group3",PS,Wales
